advisee,advisor,possibility,collaborate_times,start_year
Z. J. Ding,Thia Kirubarajan,0.684054,1,2006,2006,1
Christian B. Almazan,Ashok K. Agrawala,0.928809,1,2007,2007,1
Ralph W. Crosby,Grant R. Brammer,0.976367,1,2011,2011,1
John Kolts,Kenneth M. Ross,0.90941,1,1985,1985,1
Alessandra Fanni,Alessandro Giua,0.760526,3,1988,1988,1,1993,2
Michael M. Miyamoto,Yusuke Kanazawa,0.684054,1,2006,2006,1
Morteza M. Mehrabadi,Mehrdad Massoudi,0.684054,1,2007,2007,1
Lorenz Schwittmann,Matthäus Wander,0.977532,6,2011,2011,1,2013,1,2014,3,2016,1
Sangeetha Parthasarathy,Jinlin Chen,0.947492,1,2007,2007,1
Forest M. White,Douglas A. Lauffenburger,0.684054,2,2007,2007,1,2011,1
J. Zapata-Perez,Juan Martínez-Alajarín,0.922508,1,2012,2012,1
Yue-Peng Wang,Da-Feng Xia,0.872541,1,2009,2009,1
Kyungsun Kim,Jungyun Seo,0.940834,4,2001,2001,2,2004,1,2005,1
Sean A. Patterson,Bradley E. Bishop,0.940834,1,2004,2004,1
Farida Tripodi,Lilia Alberghina,0.922508,1,2011,2011,1
Barbara M. Tynan-Connolly,Jens Erik Nielsen,0.872541,1,2006,2006,1
Jean-Philippe Mandallena,Mohamed Lamine Leghmizi,0.630726,1,2011,2011,1
Rui-guang Geng,Wan-you Li,0.832159,1,2009,2009,1
Stanislaus Reimer,Christian Betz,0.684054,1,2004,2004,1
Pilar Prieto Linillos,Carlos Delgado Kloos,0.940834,2,2006,2006,1,2008,1
Piroska Zaletnyik,Sandor Laky,0.85565,1,2012,2012,1
Rajesh Deoliya,T. K. Datta,0.872541,1,2000,2000,1
Yuhua Duan,Yiannis N. Kaznessis,0.940834,1,2006,2006,1
Hong-Li Xu,Jing Zhou,0.684054,1,2009,2009,1
Kazuaki Takami,Norman D. Cook,0.684054,2,2003,2003,1,2006,1
Yoshihiro Fukagawa,Jiang Yu Zheng,0.563,4,1995,1995,1,1996,1,1997,2
W. Snyder,Robert T. Chien,0.738819,1,1975,1975,1
S. K. Teo,H. P. Yap,0.97671,2,1985,1985,1,1990,1
